SalePrice,Gr_Liv_Area,Lot_Area,Year_Built,Total_Bsmt_SF,Central_Air,Overall_Cond
171000,1959,11070,1988,1907,Y,5
335000,2519,26178,1989,1210,Y,5
230000,1295,8239,1986,0,Y,5
250764,1650,50102,1958,1632,Y,5
228000,1707,16669,1981,1686,Y,6
176000,1137,13811,1987,1112,Y,6
180000,1339,8049,1990,1309,Y,5
250000,2514,11170,1990,1216,Y,5
202000,1403,8098,2000,1381,Y,5
312500,1800,14331,2002,1800,Y,5
320000,1960,13618,2005,1728,Y,5
369900,2028,11443,2005,1868,Y,5
359900,1838,11577,2005,1838,Y,5
81500,1600,31250,1951,0,Y,3
215000,1368,7020,1997,1288,Y,5
164000,1216,4500,1998,1216,Y,5
153500,1337,4500,1998,1237,Y,5
84500,1140,17217,2006,1140,Y,5
104500,1304,2665,1977,264,Y,6
127000,1475,2665,1977,757,Y,6
151400,2521,3964,1973,942,Y,4
126500,874,10172,1968,864,Y,7
146500,1652,11836,1970,1652,Y,5
73000,630,1470,1970,630,Y,6
79400,1092,1484,1972,546,Y,4
140000,1360,13384,1969,1104,Y,5
92000,630,1533,1970,630,Y,7
87550,1092,1533,1970,546,Y,5
79500,1092,1526,1970,546,Y,5
90500,1092,1936,1970,546,Y,7
71000,1092,1894,1970,546,Y,5
150900,1728,12640,1976,1728,Y,5
188000,1728,9297,1976,1728,Y,5
160000,1126,17400,1977,1126,Y,5
131000,1224,20000,1960,1224,Y,7
142500,1003,7937,1984,1003,Y,6
131000,902,8885,1983,864,Y,5
132000,970,10441,1992,912,Y,5
170000,1389,10010,1974,1389,Y,5
188000,2000,9627,1993,996,Y,5
